	JG-27250_S1.rsem.genes.results	JG-27251_S2.rsem.genes.results	JG-27255_S6.rsem.genes.results	JG-27256_S7.rsem.genes.results	JG-27260_S11.rsem.genes.results	JG-27261_S12.rsem.genes.results
ENSG00000224582_LINC01015	0	0	0	0	0	0
ENSG00000224583_RP11-554D15.4	0	0	0	0	0	0
ENSG00000224584_RP11-365D23.2	0	0	0	0	0	0
ENSG00000224585_AC103563.5	0	0	0	0	0	0
ENSG00000224586_GPX5	0	0	0	0	0	0
ENSG00000224589_RP11-12D5.6	0	0	0	0	0	0
ENSG00000224590_MTND3P16	0	0	0	0	0	0
ENSG00000224592_RP5-884C9.2	0	0	0	0	0	0
ENSG00000224593_RP11-30B1.1	0	0	0	0	0	0
ENSG00000224594_RPL29P19	27	11	16	5	24	17.01
ENSG00000224595_AC073626.2	0	0	0	0	0	0
ENSG00000224596_ZMIZ1-AS1	22	9	22	4	13	5
ENSG00000224597_SVIL-AS1	698.17	583.81	523.39	491.6	505	646.74
ENSG00000224598_RPS5P2	1	0	0	0	1	0
ENSG00000224599_BMS1P12	0	2.37	2.62	0	0	6.62
ENSG00000224600_RP4-612B18.1	0	0	0	0	0	0
ENSG00000224602_RPS26P5	0	0	0	0	0	0
ENSG00000224603_RP11-96J15.1	0	0	0	0	0	0
ENSG00000224604_AC008069.2	0	0	0	0	0	0
ENSG00000224605_RP1-177I10.1	0	0	0	0	0	0
ENSG00000224606_TGFA-IT1	0	0	0	0	0	0
ENSG00000224607_IGKV1D-27	0	0	0	0	0	0
ENSG00000224609_HSD52	0	0	0	0	0	0
ENSG00000224610_RP11-265P11.1	0	0	0	0	0	0
ENSG00000224611_AC007919.18	0	0	0	0	0	0
ENSG00000224612_AC011901.2	0	0	0	0	0	0
ENSG00000224613_RP11-153F1.1	0	0	1	0	0	1
ENSG00000224614_TNK2-AS1	3.05	2.03	0	1.03	0	0
ENSG00000224616_RTCA-AS1	2	1	0	2	0	1
ENSG00000224617_RP11-402P6.5	0	0	0	0	0	0
ENSG00000224618_AC096921.2	0	0	0	0	0	0
ENSG00000224620_MEF2AP1	0	0	0	0	0	0
ENSG00000224621_RP11-276H7.3	2	3	0	6	1	5
ENSG00000224622_OR9R1P	0	0	0	0	0	0
ENSG00000224625_TUBB8P6	0	0	0	0	0	0
ENSG00000224626_AC106053.1	0	0	0	0	0	0
ENSG00000224627_RPL37P10	0	0	0	0	0	0
ENSG00000224628_RP5-854E16.2	0	0	0	0	0	0
ENSG00000224629_RP5-1142J19.2	0	0	0	0	0	0
ENSG00000224630_RP1-169P22.2	0	0	0	0	0	0
ENSG00000224631_RP11-51O6.1	78.42	28.99	50.61	76.3	100.67	64.15
ENSG00000224632_LL0XNC01-73E8.1	0	0	0	0	0	0
ENSG00000224634_ZNF736P6Y	0	0	0	0	0	0
ENSG00000224635_RP4-564F22.5	12	22	18	15	14	12
ENSG00000224637_PDSS1P2	0	0	0	0	0	0
ENSG00000224638_AC106900.6	0	0	0	0	0	0
ENSG00000224640_SRSF1P1	0	0	0	0	0	0
ENSG00000224643_AC064871.3	0	0	0	0	0	0
ENSG00000224644_RP11-16L21.7	0	0	0	0	0	0
ENSG00000224645_RP11-126K1.8	0	0	0.1	0	0	0
ENSG00000224646_AC007387.2	0	0	0	0	0	0
ENSG00000224647_AC026954.6	0	0	0	0	0	0
ENSG00000224648_RP11-397D12.4	0	0	0	0	0	0
ENSG00000224649_AF124730.4	0	0	0	0	0	0
ENSG00000224650_IGHV3-74	6	2	2	3	3	7
ENSG00000224652_LINC00885	0	0	0	0	0	0
ENSG00000224653_RP11-548K12.10	0	0	0	0	0	0
ENSG00000224655_AC018737.3	0	0	0	0	0	0
ENSG00000224656_RP1-212G6.4	0	0	0	0	0	0
ENSG00000224657_RBMY2BP	0	0	0	0	0	0
ENSG00000224658_RP11-631F7.1	0	0	0	0	0	0
ENSG00000224659_GAGE12J	0	0	15.63	0	0	0
ENSG00000224660_SH3BP5-AS1	125.29	178.08	336.3	402.17	83.87	210.76
ENSG00000224661_AC010907.5	0	0	0	0	0	0
ENSG00000224662_ATP6V1G1P3	0	0	0	0	0	0
ENSG00000224664_RPL36AP53	0	0	0	0	0	0
ENSG00000224666_RP1-50J22.4	0	0	0	0	0	0
ENSG00000224667_AC013470.8	0	0	0	0	0	0
ENSG00000224668_IPO8P1	1	1	0	0	0	0
ENSG00000224669_RP11-561N12.1	0	0	0	0	0	0
ENSG00000224670_AC068135.1	0	0	0	0	0	0
ENSG00000224671_RP11-335O13.8	0	0	0	0	0	0
ENSG00000224672_AC007272.3	1	0	0	0	0	1
ENSG00000224674_EIF3EP2	0	0	0	0	0	0
ENSG00000224675_AC009227.2	3	0	0	0	1	0
ENSG00000224677_PDIA3P2	0	0	0	0	0	0
ENSG00000224678_GAPDHP46	0	0	1	0	0	0
ENSG00000224679_MED15P4	0	0	0	0	0	0
ENSG00000224680_PLA2G12AP1	2.08	0.97	8	2.14	1	1
ENSG00000224681_RP11-146D12.5	0	0	0	0	0	0
ENSG00000224682_SOCS5P2	0	0	0	0	0	0
ENSG00000224683_RPL36AP29	0	0	0	0	0	0
ENSG00000224685_RP11-84O12.3	0	0	0	0	0	0
ENSG00000224686_TCEB1P23	0	0	0	0	0	0
ENSG00000224687_RASAL2-AS1	17	35	10	18	14	24
ENSG00000224688_E2F6P2	0	0	0	0	0	0
ENSG00000224689_ZNF812	0	0	0	0	0	0
ENSG00000224690_UBE2D3P3	0	0	0	0	0	0
ENSG00000224691_GS1-174L6.4	0	0	0	0	0	0
ENSG00000224692_LL0XNC01-177E8.2	0	0	0	0	0	0
ENSG00000224695_MTND6P7	0	0	0	0	0	0
ENSG00000224697_NEFMP1	0	0	0	0	0	0
ENSG00000224698_RP11-131J3.1	0	0	0	0	0	0
ENSG00000224699_LAMTOR5-AS1	10	17	9	6	3	8
ENSG00000224700_RP11-697E14.2	0	0	0	0	0	0
ENSG00000224701_MED28P4	0	0	0	0	0	0
ENSG00000224702_RP11-38C18.2	0	0	0	0	0	0
ENSG00000224706_RPS17P13	0	0	0	0	0	0
ENSG00000224707_E2F3-IT1	0	0	0	0	0	0
ENSG00000224709_OR11M1P	0	0	0	0	0	0
ENSG00000224710_FAM90A8P	0	0	0	0	0	0
ENSG00000224711_RP5-988G17.1	0	0	0	0	0	0
ENSG00000224712_NPIPA3	58.57	37.66	49.8	44.11	85.04	55.06
ENSG00000224713_AC025165.8	25	1.03	19.24	10	9	0
ENSG00000224714_RP11-179K3.2	0	0	0	0	0	0
ENSG00000224715_CITF22-49D8.1	12	2	6	3	3	4
ENSG00000224717_RP11-576D8.4	0	0	0	0.96	0	0
ENSG00000224718_RP11-222A5.1	0	0	0	0	0	0
ENSG00000224719_AC009237.6	0	0	0	0	0	0
ENSG00000224721_AC007182.6	1.49	0	0	0	0	0
ENSG00000224722_RP11-255B23.1	4.9	6.15	2.06	5.28	0	6.91
ENSG00000224723_GUSBP10	0	0	0	0	0	0
ENSG00000224725_CEP57L1P1	0	0	0	0	0	0
ENSG00000224727_FCF1P7	0	0	0	0	0	0
ENSG00000224728_AC090945.1	28	20	5	15	5	28
ENSG00000224729_PCOLCE-AS1	3.02	0	5.62	0	1.01	0
ENSG00000224730_AC009892.10	0.55	0	1	0	0	0
ENSG00000224731_AC016716.2	0	0	0	0	0	0
ENSG00000224732_MAGEA7P	0	0	0	0	0	0
ENSG00000224733_RP1-86D1.5	0	0	0	0	0	0
ENSG00000224735_RP11-272G22.1	0	0	0	0	0	0
ENSG00000224738_AC099850.1	12	9	13	4	6	7
ENSG00000224739_AC016735.1	0	0	0	0	0	0
ENSG00000224743_TEX26-AS1	0	1	0	0	0	1
ENSG00000224745_RP11-380G5.2	0	0	0	0	0	0
ENSG00000224746_AC015987.1	5	0	3	1	3	0
ENSG00000224747_MTCYBP21	0	0	0	0	0	0
ENSG00000224750_RP11-94M14.2	0	0	0	0	0	0
ENSG00000224751_SHMT1P1	0	0	0	0	0	0
ENSG00000224752_VN1R21P	0	0	0	0	0	0
ENSG00000224755_HMGN1P34	0	0	0	0	0	0
ENSG00000224758_LINC01167	0	0	0	0	0	0
ENSG00000224760_C1DP3	0	0	0	0	0	0
ENSG00000224761_RP11-508N22.9	1	0	0	0	0	0
ENSG00000224762_CR769776.3	0	0	0	0	0	0
ENSG00000224763_FDPSP8	1	1	0	0	0	0
ENSG00000224764_RP11-54O15.3	0	0	0	0	0	1
ENSG00000224765_RP1-137H15.2	0	0	0	0	0	0
ENSG00000224769_MUC20P1	0	1	0	0	0	0
ENSG00000224771_ATP2B2-IT2	0	0	0	0	0	0
ENSG00000224773_HSPA8P7	0	0	0	0	0	0
ENSG00000224775_BRAFP1	0	1	0	0	0	0
ENSG00000224776_RPSAP50	0	0	0	0	0	0
ENSG00000224777_OR4F2P	0	0	0	0	0	0
ENSG00000224778_CENPIP1	0	0	0	0	0	0
ENSG00000224781_EIF4A2P4	0	0	0	0	0	0
ENSG00000224783_MIPEPP2	0	0	0	0	0	0
ENSG00000224784_AL591704.7	0	0	0	0	0	0
ENSG00000224785_AC006026.9	0	1	0	0	0	0
ENSG00000224786_CETN4P	0	0	0	0	0	0
ENSG00000224788_RP5-933E2.1	0	0	0	0	0	0
ENSG00000224789_AC012363.4	0	0	0	0	0	0
ENSG00000224790_AP000704.5	2	2	3	4	5	5
ENSG00000224791_KRT18P39	0	0	0	0	0	0
ENSG00000224792_IQCF4	0	0	0	0	0	0
ENSG00000224794_RP3-333H23.8	0	0	2	0	0	0
ENSG00000224795_NTM-AS1	0	0	0	0	0	0
ENSG00000224796_RPL32P1	0	0	0	0	0	0
ENSG00000224797_RP11-57C19.6	0	0	0	0	0	0
ENSG00000224799_RP11-445O16.3	0	1	0	0	2	2
ENSG00000224800_RP11-235D19.2	0	0	0	0	0	0
ENSG00000224802_TUBB4BP2	0	0	0	0	0	0
ENSG00000224805_LINC00853	1	0	0	1	1	0
ENSG00000224806_ARL5AP4	0	0	0	0	0	0
ENSG00000224807_DUX4L9	0	0	0	0	0	0
ENSG00000224808_SRGAP3-AS1	0	0	0	0	0	0
ENSG00000224809_BEND3P2	0	0	0	0	0	0
ENSG00000224810_RP11-538D16.2	5	0	0	1	0	2
ENSG00000224812_TMEM72-AS1	0	0	0	0	0	0
ENSG00000224813_SEPT14P13	0	0	0	0.28	0	0
ENSG00000224814_AC114812.8	0	0	0	0	0	0
ENSG00000224815_RP11-307E17.9	0	0	0	0	0	0
ENSG00000224816_NAP1L4P2	0	0	0	0	0	0
ENSG00000224817_RP11-190J1.3	0	0	0	0	0	0
ENSG00000224818_RP11-134G8.10	0	0	0	0	0	0
ENSG00000224819_AC093843.1	0	0	0	0	0	0
ENSG00000224820_BTF3P4	3	0	1	0	0	1
ENSG00000224821_COL4A2-AS2	0	0	0	0	0	0
ENSG00000224822_THRB-IT1	0	0	0	0	0	0
ENSG00000224825_RORB-AS1	0	0	0	0	0	0
ENSG00000224826_AC019109.1	1	1	0	0	0	0
ENSG00000224827_LINC00265-2P	0	0	0	0	0	0
ENSG00000224829_TOMM20P1	0	0	0	0	0	0
ENSG00000224830_OR2X1P	0	0	0	0	0	0
ENSG00000224831_RP11-651P23.4	3.03	0	2.85	2.89	7.75	1.77
ENSG00000224832_AP000469.2	0	0	0	0	0	0
ENSG00000224834_BTF3P9	2	1	2	0	1	0
ENSG00000224836_RP11-341G2.3	0	0	0	0	0	0
ENSG00000224837_GCSHP5	282.22	247.83	205.88	235.2	135.21	240.06
ENSG00000224839_RPL12P17	0	0	0	0	0	0
ENSG00000224842_RP11-123K19.1	0	0	0	0	0	0
ENSG00000224843_LINC00240	8	53	22	35	15	45
ENSG00000224844_AC107079.1	1	0	0	1	0	0
ENSG00000224846_RP1-90J20.8	0	0	0	0.19	0	0
ENSG00000224848_RP11-535M15.1	0	0	0	0	0	0
ENSG00000224850_AC108051.3	0	0	0	1	0	0
ENSG00000224851_LINC00502	0	0	0	0	0	0
ENSG00000224852_MTND5P24	0	0	0	0	0	0
ENSG00000224853_LINC00393	0	0	0	0	0	0
ENSG00000224854_CDKN2A-AS1	0	0	0	0	0	0
ENSG00000224855_OPA1-AS1	0	0	0	0	0	0
ENSG00000224856_RP4-796I17.5	0	1	1	0	0	0
ENSG00000224857_RP11-344P13.1	0	0	0	0	1	0
ENSG00000224858_RPL29P11	0	2	1.02	0	1	2
ENSG00000224860_GXYLT1P2	0	0	0	0	0	0
ENSG00000224861_YBX1P1	0	0	0	0	0	2.06
ENSG00000224863_LINC01398	0	0	0	0	0	0
ENSG00000224864_CTC-260E6.2	0	0	0	0	1	0
ENSG00000224865_AC009518.4	0	0	0	0	0	0
ENSG00000224866_USP9YP25	0	0	0	0	0	0
ENSG00000224869_AC062016.1	0	0	0	0	0	0
ENSG00000224870_RP4-758J18.2	480	851	463	805	407	965
ENSG00000224871_XX-FW81066F1.2	0	0	0	0	0	0
ENSG00000224873_CDY13P	0	0	0	0	0	0
ENSG00000224875_AC083949.1	0	0	0	0	0	0
ENSG00000224876_RP11-49G10.3	0	0	0	0	0	0
ENSG00000224877_C17orf89	356	542	350	407	262	604
ENSG00000224879_AC011754.1	0	0	0	0	0	0
ENSG00000224880_MTCYBP29	0	0	0	0	0	0
ENSG00000224881_AC068279.3	4.47	4	7.24	3	6	5
ENSG00000224883_CTA-250D10.19	0	0	0	0	0	0
ENSG00000224884_AC034187.2	0	0	0	0	0	0
ENSG00000224885_TSSC1-IT1	0	0	0	0	0	0
ENSG00000224886_RP11-119F19.4	3.84	0.2	0	0	2.3	0
ENSG00000224887_RP11-276H19.4	0	1	0	0	0	0
ENSG00000224888_RP5-1142A6.2	8.01	9.01	13	16.01	6.01	7.02
ENSG00000224891_AC007899.3	0	0	0	0	0	0
ENSG00000224892_RPS4XP16	24	23	18	25	20	19
ENSG00000224893_RP1-200K18.1	0	0	0	0	0	0
ENSG00000224895_VPS26BP1	0	0	0	0	0	0
ENSG00000224896_SIGLEC30P	0	0	0	0	0	0
ENSG00000224897_POT1-AS1	8	4	7	4	5	8
ENSG00000224899_RP11-3B12.5	0	0	0	0	0	0
ENSG00000224901_RP11-448G4.4	0	0	0	0	0	0
ENSG00000224902_GAGE12H	0	0	1.45	0	0	0
ENSG00000224903_AC005534.8	0	1	0	4	0	0
ENSG00000224904_RP5-934G17.6	0	0	0	0	0	0
ENSG00000224905_AP001347.6	7	8	1	5	7	6
ENSG00000224906_RP1-102E24.9	0	0	0	0	0	0
ENSG00000224907_RP11-451M19.2	0	0	0	0	0	0
ENSG00000224908_TIMM8BP2	0	0	0	0	0	0
ENSG00000224910_AC002115.5	0	0	0	0	0	0
ENSG00000224911_AC015936.3	0	0.99	3.47	0	0.34	0
ENSG00000224914_LINC00863	19	18	42	35	18	20.11
ENSG00000224916_APOC4-APOC2	0	0	0	0	0	0
ENSG00000224917_AC016694.2	0	0	0	0	0	0
ENSG00000224918_AY269186.2	0	0	0	0	0	0
ENSG00000224919_RP11-144G6.4	0	0	0	0	0	0
ENSG00000224920_TACC1P1	0	0	0	0	0	0
ENSG00000224922_AL050303.7	0	0	0	0	0	0
ENSG00000224924_LINC00320	0	0	0	0	0	0
ENSG00000224927_NDUFA5P10	0	0	0	0	0	0
ENSG00000224928_KRT8P30	0	0	0	0	0	0
ENSG00000224931_AC152010.1	0	0	0	0	0	0
ENSG00000224932_AC107399.2	0	0	0	0	0	0
ENSG00000224933_LINC01034	0	0	0	0	0	0
ENSG00000224934_RP11-441O15.3	24	35	43	33	17	19
ENSG00000224935_RP11-74C3.1	0	0	0	0	0	0
ENSG00000224936_SUCLA2P1	0	0	0	0	0	0
ENSG00000224939_LINC00184	3	6	4	4	2	14
ENSG00000224940_PRRT4	0	0	0	0	0	1
ENSG00000224942_RP11-51C14.1	0	0	0	0	0	0
ENSG00000224943_RP11-180D21.3	0	0	0	0	0	0
ENSG00000224944_CASC6	0	0	0	0	0	0
ENSG00000224945_RP11-82L18.2	5	3	12	4	3	0
ENSG00000224946_AC007312.3	0	0	0	0	0	0
ENSG00000224947_VN1R25P	0	0	0	0	0	0
ENSG00000224948_ATP5G1P8	0	0	0	0	0	0
ENSG00000224949_RP11-161N3.3	0	0	0	0	0	0
ENSG00000224950_RP5-1086K13.1	17	30	17	39	15	16
ENSG00000224953_SRIP3	0	0	0	0	0	0
ENSG00000224955_KCTD10P1	0	0	0	0	0	0
ENSG00000224957_LINC01266	0	0	0	0	0	0
ENSG00000224958_PGM5-AS1	0	0	0	0	0	0
ENSG00000224959_AC017002.2	2	2	1	1	2	0
ENSG00000224960_PPP4R3CP	4	0	2	0	2	0
ENSG00000224961_RP1-278O22.1	1	1	0	1	0	1
ENSG00000224962_PSAT1P4	0	0	0	0	0	0
ENSG00000224963_U82695.9	0	0	0	0	0	0
ENSG00000224964_TRAPPC2P3	0	0	0	0	0	0
ENSG00000224965_KCNC4-AS1	0	0	0	0	0	0
ENSG00000224966_TBC1D3P6	0	0	0	0	0	0
ENSG00000224967_AC009303.3	0	0	0	0	0	2
ENSG00000224968_RP1-35C21.1	0	0	0	0	0	0
ENSG00000224969_RP11-54O7.11	0	0	2	0	0	0
ENSG00000224970_RP11-114L10.2	0	0	0	0	0	0
ENSG00000224971_SUMO2P3	0	0	0	0	0	0
ENSG00000224972_RP11-403H13.1	0	0	0	0	0	0
ENSG00000224973_LARGE-AS1	0	0	0	0	0	0
ENSG00000224975_INE1	18	19	30	12	10	11
ENSG00000224976_PARP4P2	1	0	0	1	1	0
ENSG00000224977_RP11-160H22.3	0	0	0	0	0	0
ENSG00000224978_RP13-228J13.9	0	0	0	0	0	0
ENSG00000224980_RPL23AP85	0	0	0	0	0	0
ENSG00000224981_AC000367.1	0	0	0	0	0	0
ENSG00000224982_TMEM233	0	0	0	0	0	0
ENSG00000224984_RP11-524H19.2	1	0	0	0	1	1
ENSG00000224985_RP11-297K8.2	0	0	0	0	0	0
ENSG00000224986_PPP1R8P1	0	0	0	0	0	1
ENSG00000224987_RP1-191J18.65	0	0	0	0	0	0
ENSG00000224988_RP11-409K20.7	0	0	0	0	0	0
ENSG00000224989_FAM41AY1	0	0	0	0	0	0
ENSG00000224992_RP11-295G24.5	2	8	1	7	2	7
ENSG00000224993_RPL29P12	0	0	0	1	0	0
ENSG00000224995_LINC01526	0	0	0	0	0	0
ENSG00000224999_VTA1P1	0	0	0	0	1	0
ENSG00000225000_AC010082.2	0	0	0	0	0	0
ENSG00000225002_RP11-6F6.1	0	0	0	0	0	0
ENSG00000225003_OR51A5P	0	0	0	0	0	0
ENSG00000225005_RP11-483G21.3	0	0	0	0	0	0
ENSG00000225006_RP11-669M2.1	0	0	1	0	0	0
ENSG00000225007_AC000067.1	0	0	0	0	0	0
ENSG00000225008_RP13-228J13.6	0	0	0	0	0	0
ENSG00000225011_RP11-810H18.1	0	0	0	0	0	0
ENSG00000225012_RP13-348B13.2	0	0	0	0	0	0
ENSG00000225014_KCTD9P1	0	0	0	0	0	0
ENSG00000225016_LINC00328-2P	0	1	0	0	0	1
ENSG00000225017_AP004289.1	1	0	0	0	0	0
ENSG00000225018_RP11-419M24.5	0	0	0	0	0	0
ENSG00000225022_UBE2D3P1	0	0	0	0	0	0
ENSG00000225024_AC015977.5	0	1	1	0	0	1
ENSG00000225025_KIF4CP	0	0	0	0	0	0
ENSG00000225026_AC091492.2	0	0	0	0	0	1
ENSG00000225027_IFNWP4	0	0	0	0	0	0
ENSG00000225028_RP11-330M19.1	0	0	0	0	1	0
ENSG00000225030_RP4-784A16.3	0	0	0	0	0	0
ENSG00000225031_EIF4BP7	1.03	2.07	0	2.07	1.03	0
ENSG00000225032_RP11-228B15.4	59.5	122.95	80.34	89.62	64.36	90.43
ENSG00000225036_RP11-414B7.1	0	0	0	0	0	0
ENSG00000225037_EIF1AX-AS1	0	1	1	0	0	0
ENSG00000225039_LINC01058	1	2	0	1	0	0
ENSG00000225043_RPL18AP2	0	0	0	0	0	0
ENSG00000225044_RP11-204C23.1	0	0	0	0	0	0
ENSG00000225045_MTND5P27	0	0	0	0	0	0
ENSG00000225046_RP1-20I3.3	0	0	0	0	0	0
ENSG00000225050_RP11-349E4.1	0	0	0	0	0	0
ENSG00000225051_HMGB3P22	1	1	0	0	0	0
ENSG00000225053_PRPF38AP1	0	0	0	0	0	0
ENSG00000225055_RP11-344N17.9	0	0	0	0	0	0
ENSG00000225056_RP11-218C14.5	0	0	0	0	0	0
ENSG00000225057_AC096574.4	0	0	0	0	0	1.01
ENSG00000225058_RP11-132N15.1	0	0	0	0	0	0
ENSG00000225062_CATIP-AS1	0	0	0	0	0	0
ENSG00000225063_RP11-383G10.5	0	0	0	0	0	0
ENSG00000225064_AC007879.6	0	0	0	0	0	1
ENSG00000225066_RP1-272E8.1	0	0	0	0	0	0
ENSG00000225067_RPL23AP2	1.07	0	0.58	0	0	1.26
ENSG00000225069_RP5-1025A1.2	0	0	0	0	0	0
ENSG00000225071_GS1-184P14.2	0	0	0	0	0	0
ENSG00000225072_OR7E116P	0	0	0	0	0	0
ENSG00000225075_RP11-426L16.3	0	0	2	0	1	1
ENSG00000225076_WWC3-AS1	0	0	0	0	0	0
ENSG00000225077_LINC00337	0	0	0	0	1	0
ENSG00000225078_RP11-123N4.4	0	0	0	0	0	0
ENSG00000225079_FTH1P22	0	0	0	0	0	0
ENSG00000225080_PFN1P4	0	1	0	0	0	2.36
ENSG00000225082_DAP3P1	0	0	0	0	0	0
ENSG00000225083_GRTP1-AS1	0	0	0	2	0	0
ENSG00000225084_AL450226.2	0	0	0	0	0	0
ENSG00000225085_RP11-15B24.1	0	0	0	0	0	0
ENSG00000225087_RP4-660H19.1	1	2	2	5	2	6
ENSG00000225091_SNORA71A	0	0	0	0	0	0
ENSG00000225092_RP11-405O10.2	0	0	0	0	0	0
ENSG00000225093_RPL3P7	0	0	0	0	0	0
ENSG00000225094_SETP20	0	0	1	0	1	0
ENSG00000225096_XXbac-BPG55C20.7	0	0	0	0	0	0
ENSG00000225098_BCRP1	0	0	0	0	0	0
ENSG00000225099_ATP6V1E1P1	1	0	0	0	0	0
ENSG00000225100_DPY19L2P5	1	0	0	0	0	0
ENSG00000225101_OR52K3P	0	0	0	0	0	0
ENSG00000225102_RP11-456H18.1	0	0	0	0	0	0
ENSG00000225105_LINC01076	0	0	0	0	0	0
ENSG00000225106_RP11-429E11.2	0	0	0	0	0	0
ENSG00000225107_AC092484.1	0	0	0	0	0	0
ENSG00000225108_ZBTB45P1	0	4.13	0	6.79	37.64	48.97
ENSG00000225110_LL0XNC01-16G2.1	0	0	0	0	0	0
ENSG00000225111_AC083900.1	0	0	0	0	0	0
ENSG00000225112_RP11-295P9.6	0	0	0	0	0	0
ENSG00000225113_RP5-1160K1.3	0	0	0	0	0	0
ENSG00000225116_RP11-137F15.1	0	0	0	0	0	0
ENSG00000225117_ARSDP1	0	0	0	0	0	0
ENSG00000225118_RP11-477L16.2	0	0	0	0	0	0
ENSG00000225121_EEF1B2P5	0	0	0	0	0	0
ENSG00000225122_RP11-408E1.1	0	0	0	0	0	0
ENSG00000225123_RP11-255A11.4	0	0	0	0	0	0
ENSG00000225124_RPL23AP36	0	0	0	0	0	0
ENSG00000225125_RANP4	0	1	0	0	0	1
ENSG00000225126_RP4-549F15.1	0	0	0	0	0	0
ENSG00000225127_LINC00237	0	0	0	0	0	0
ENSG00000225128_LINC00972	0	0	0	0	0	0
ENSG00000225129_RP4-614C15.2	0	0	0	0	0	0
ENSG00000225131_PSME2P2	0	0	0	0	0	0
ENSG00000225133_MORF4L1P4	0	0	0	0	0	0
ENSG00000225136_PGBD4P5	0	0	0	0	0	0
ENSG00000225137_DYNC1I2P1	0.1	0	0	0.47	1.05	0
ENSG00000225138_CTD-2228K2.7	615	1059	796	808	446	918
ENSG00000225140_RP11-809C18.3	0	0	0	0	0	1
ENSG00000225142_RP11-490K7.1	0	0	2	0	0	1
ENSG00000225144_AC018643.4	0	0	0	0	0	0
ENSG00000225146_AC073957.15	0	0	0	0	0	0
ENSG00000225147_RPS12P10	0	0	0	0	0	0
ENSG00000225148_RP5-899B16.2	0	0	0	0	0	0
ENSG00000225151_GOLGA2P7	1468.1	1718.98	1621.42	1631.29	1549.78	1974.61
ENSG00000225152_RP11-338O1.2	0	0	0	0	0	0
ENSG00000225154_RP11-184J23.2	0	0	0	0	0	0
ENSG00000225155_TOMM22P5	0	0	0	0	0	0
ENSG00000225156_AC012354.6	0	1	0	0	0	0
ENSG00000225158_HSPE1P24	0	0	0	0	0	0
ENSG00000225159_NPM1P39	0	0	0	2	0	1.99
ENSG00000225163_LINC00618	2	1	1	0	1	3
ENSG00000225165_CTD-2538A21.1	0	0	1	0	0	1
ENSG00000225166_AC012462.2	0	0	0	0	0	0
ENSG00000225167_TXNP2	0	0	0	0	0	0
ENSG00000225169_BRI3P1	0	0	0	0	1	0
ENSG00000225170_RP5-828K20.1	0	1	0	1	0	0
ENSG00000225171_DUTP6	0	0	3	0	1	0
ENSG00000225172_RP11-16L9.2	0	0	0	0	0	0
ENSG00000225173_XXbac-BPG308K3.5	0	1	1	4	0	1
ENSG00000225174_OSTM1-AS1	0	0	0	0	0	0
ENSG00000225175_RP11-795A2.2	0	0	0	0	0	0
ENSG00000225176_ATP5LP4	0	0	0	0	0	0
ENSG00000225177_RP11-390P2.4	174	171	115	85	164	156
ENSG00000225178_RPSAP58	4.51	10.28	9.85	1.6	3.44	3.66
ENSG00000225179_LINC00457	0	0	0	0	0	0
ENSG00000225180_AATK-AS1	0	0	0	0	0	0
ENSG00000225181_RP11-388K2.1	0	0	0	0	0	0
ENSG00000225182_AC092601.1	0	0	0	0	0	0
ENSG00000225183_RP4-758J24.4	0	0	0	0	0	0
ENSG00000225185_RP11-481K9.4	0	0	0	0	0	0
ENSG00000225187_AC073283.7	1	0	0	0	0	0
ENSG00000225189_REREP1Y	0	0	0	0	0	0
ENSG00000225190_PLEKHM1	577.31	745.68	553.04	707.23	514.61	753.43
ENSG00000225191_RP11-97C18.1	0	0	0	0	0	0
ENSG00000225192_ZNF33BP1	0	0	0	0	0	0
ENSG00000225193_RPS12P26	1	0	4	2	4	2
ENSG00000225194_LINC00092	0	0	0	0	0	0
ENSG00000225195_RP11-338E21.2	0	0	0	0	0	0
ENSG00000225196_RP5-1118D24.2	0	0	0	0	0	0
ENSG00000225198_SSXP3	0	0	0	0	0	0
ENSG00000225200_AB019441.29	0	0	0	0	0	0
ENSG00000225203_RP11-182M20.2	0	0	0	0	0	0
ENSG00000225205_AC093818.1	8	11	13	14	8	9
ENSG00000225206_MIR137HG	6	1	1	2	7	3
ENSG00000225208_RP11-107I14.2	0	0	0	0	0	0
ENSG00000225209_RP11-358M3.1	0	0	0	0	0	0
ENSG00000225210_DUXAP9	701.27	751.94	635.24	599.09	540.66	788.8
ENSG00000225212_AKR1B1P6	0	0	0	0	0	0
ENSG00000225213_RP11-197M22.2	0	1	2	0	0	1
ENSG00000225214_AC079790.2	0	0	0	0	0	0
ENSG00000225215_SMARCE1P1	0	0	0	0	0	0
ENSG00000225216_AC007362.3	0	0	0	0	0	0
ENSG00000225217_HSPA7	0	0	0	0	0	0
ENSG00000225218_AP001628.6	0	0	0	0	0	0
ENSG00000225221_PLA2G12AP2	0	0	0	0	0	0
ENSG00000225222_CHCHD4P5	0	0	0	0	0	0
ENSG00000225224_RP4-814D15.2	0	0	0	1	0	0
ENSG00000225225_ARL2BPP10	0	0	0	0	0	0
ENSG00000225226_AC007250.4	17.83	16.52	4.07	8.15	3.18	14.04
ENSG00000225230_AC008937.3	3.06	8.11	6.13	8.58	3.08	7.43
ENSG00000225231_AC091814.2	0	0	0	0	0	0
ENSG00000225233_RP11-554K11.2	0	0	0	0	0	0
ENSG00000225234_TRAPPC12-AS1	5	10	7	16	8	2
